0    ,158023,L. Messi                      ,31,Argentina                     ,94,94,FC Barcelona                            ,110.5M  ,565K ,Left ,10,5'7 ,159lbs
9203 ,242270,N. Spalek                     ,21,Slovakia                      ,66,75,Brescia                                 ,1M      ,1K   ,Right,7 ,5'7 ,139lbs
9204 ,178014,N. Madonna                    ,31,Italy                         ,66,66,Padova                                  ,425K    ,1K   ,Right,16,6'0 ,159lbs
9205 ,183646,M. Kobras                     ,32,Austria                       ,66,66,SCR Altach                              ,375K    ,3K   ,Right,1 ,6'0 ,176lbs
9206 ,185438,N. Brkroth                    ,26,Sweden                        ,66,67,Djurgrdens IF                           ,750K    ,2K   ,Right,19,5'8 ,165lbs
9207 ,205663,M. Busellato                  ,25,Italy                         ,66,68,Foggia                                  ,775K    ,1K   ,Right,30,5'9 ,161lbs
9208 ,170591,M. Stein                      ,32,Germany                       ,66,66,FC Energie Cottbus                      ,375K    ,1K   ,Right,21,6'0 ,165lbs
9209 ,207712,N. Bertrams                   ,25,Netherlands                   ,66,72,FC Nordsjlland                          ,625K    ,3K   ,Right,31,6'1 ,179lbs
9210 ,217696,A. Doukha                     ,31,Algeria                       ,66,66,Al Raed                                 ,400K    ,5K   ,Right,30,6'1 ,187lbs
9211 ,218464,E. Quiones                    ,29,Colombia                      ,66,66,Millonarios FC                          ,625K    ,2K   ,Left ,29,5'9 ,172lbs
9212 ,221024,A. Srensen                    ,22,Denmark                       ,66,75, SSV Jahn Regensburg                    ,850K    ,8K   ,Right,4 ,6'3 ,174lbs
9213 ,241248,Wang Zhuo                     ,28,China PR                      ,66,67,Guizhou Hengfeng FC                     ,525K    ,4K   ,Right,56,6'2 ,205lbs
9214 ,188257,B. Easton                     ,30,Scotland                      ,66,66,St. Johnstone FC                        ,475K    ,2K   ,Left ,24,6'0 ,168lbs
9215 ,199010,A. Boyle                      ,27,Republic of Ireland           ,66,68,Dundee FC                               ,625K    ,4K   ,Left ,23,5'10,170lbs
9216 ,237410,V. Kravets                    ,20,Ukraine                       ,66,76,CD Lugo                                 ,900K    ,2K   ,Left ,3 ,6'1 ,172lbs
9217 ,173666,N. Law                        ,30,England                       ,66,66,Exeter City                             ,600K    ,4K   ,Right,8 ,5'10,161lbs
9218 ,243554,Basilio                       ,34,Spain                         ,66,66,CF Rayo Majadahonda                     ,260K    ,2K   ,Right,1 ,6'1 ,183lbs
9219 ,183138,K. Pearce                     ,28,Barbados                      ,66,66,Mansfield Town                          ,525K    ,6K   ,Right,5 ,6'2 ,209lbs
9220 ,235619,M. Edwards                    ,19,England                       ,66,84,Excelsior                               ,1.4M    ,10K  ,Left ,18,5'9 ,134lbs
9221 ,105827,P. Broek                      ,35,Poland                        ,66,66,Wisa Krakw                              ,300K    ,2K   ,Right,23,5'11,159lbs
9222 ,245091,L. Ravanelli                  ,21,Italy                         ,66,75,Padova                                  ,875K    ,9K   ,Right,20,6'2 ,165lbs
9223 ,193123,A. Taylor                     ,27,Wales                         ,66,67,Northampton Town                        ,600K    ,5K   ,Right,6 ,6'4 ,168lbs
9224 ,214884,M. Nalepa                     ,25,Poland                        ,66,71,Lechia Gdask                            ,725K    ,3K   ,Right,25,6'3 ,176lbs
9225 ,222052,Lee Myung Jae                 ,24,Korea Republic                ,66,70,Ulsan Hyundai FC                        ,700K    ,2K   ,Left ,13,5'11,165lbs
9226 ,241252,Tang Xin                      ,27,China PR                      ,66,66,Guizhou Hengfeng FC                     ,525K    ,4K   ,Left ,2 ,5'10,163lbs
9227 ,226405,A. Arregui                    ,25,Argentina                     ,66,69,San Martin de Tucumn                    ,675K    ,3K   ,Right,13,5'9 ,163lbs
9228 ,228197,H. El Sayed                   ,26,Egypt                         ,66,67,Ettifaq FC                              ,625K    ,8K   ,Left ,33,5'7 ,150lbs
9229 ,186725,D. Horst                      ,32,United States                 ,66,66,Real Salt Lake                          ,375K    ,2K   ,Right,4 ,6'4 ,209lbs
9230 ,204134,lex Barrera                   ,27,Spain                         ,66,67,Extremadura UD                          ,725K    ,2K   ,Right,4 ,6'3 ,172lbs
9231 ,221286,Ricardo Vaz                   ,23,Portugal                      ,66,71,CF Reus Deportiu                        ,850K    ,2K   ,Right,10,5'8 ,150lbs
9232 ,238694,L. Rser                       ,24,Germany                       ,66,72,SG Dynamo Dresden                       ,900K    ,6K   ,Right,9 ,6'0 ,170lbs
9233 ,245350,C. Feraud                     ,27,Ecuador                       ,66,66,Al Hazem                                ,550K    ,4K   ,Right,10,5'6 ,134lbs
9234 ,238951,R. Eckardt                    ,28,Germany                       ,66,66,FC Carl Zeiss Jena                      ,650K    ,1K   ,Right,9 ,5'10,154lbs
9235 ,205672,K. Heerings                   ,28,Netherlands                   ,66,66,Fortuna Sittard                         ,525K    ,3K   ,Left ,4 ,6'3 ,179lbs
9236 ,230504,Lorenzao Masca                ,34,Brazil                        ,66,66,Cruzeiro                                ,350K    ,9K   ,Right,20,5'8 ,148lbs
9237 ,240744,M. Ojeda                      ,19,Argentina                     ,66,80,Racing Club                             ,1.4M    ,3K   ,Left ,17,5'10,163lbs
9238 ,242792,M. Ndockyt                    ,19,Congo                         ,66,76,RCD Mallorca                            ,1M      ,3K   ,Left ,12,5'10,139lbs
9239 ,193896,P. Funk                       ,28,Germany                       ,66,66,VfR Aalen                               ,525K    ,1K   ,Right,18,5'10,170lbs
9240 ,209001,M. Fallatah                   ,30,Saudi Arabia                  ,66,66,Al Hilal                                ,625K    ,11K  ,Right,44,5'10,146lbs
9241 ,218729,Euller                        ,23,Brazil                        ,66,74,Al Shabab                               ,800K    ,7K   ,Left ,16,5'9 ,161lbs
9242 ,221801,Liao Lisheng                  ,25,China PR                      ,66,73,Guangzhou Evergrande Taobao FC          ,775K    ,5K   ,Right,2 ,5'11,154lbs
9243 ,227945,S. Findlay                    ,22,Scotland                      ,66,75,Kilmarnock                              ,850K    ,2K   ,Left ,17,6'3 ,181lbs
9244 ,229993,H. Snmez                      ,27,Turkey                        ,66,66,Atiker Konyaspor                        ,675K    ,6K   ,Right,35,5'11,165lbs
9245 ,223082,W. Norris                     ,24,England                       ,66,72,Wolverhampton Wanderers                 ,650K    ,10K  ,Left ,31,6'3 ,179lbs
9246 ,223594,M. Spano Rahou                ,23,France                        ,66,71,Grenoble Foot 38                        ,725K    ,2K   ,Right,17,6'0 ,174lbs
9247 ,223850,L. Zarandia                   ,22,Georgia                       ,66,76,Arka Gdynia                             ,1M      ,2K   ,Left ,10,5'10,163lbs
9248 ,188522,Fbinho                        ,33,Brazil                        ,66,66,Philadelphia Union                      ,250K    ,2K   ,Left ,33,5'7 ,150lbs
9249 ,223339,Z Manuel                      ,27,Portugal                      ,66,66,Santa Clara                             ,675K    ,2K   ,Right,70,5'10,157lbs
9250 ,224875,B. Innocent                   ,22,Nigeria                       ,66,77,Malm FF                                 ,975K    ,2K   ,Right,20,5'11,154lbs
9251 ,225387,L. Page                       ,22,England                       ,66,75,Charlton Athletic                       ,850K    ,3K   ,Left ,3 ,5'10,159lbs
9252 ,228715,B. Van Durmen                 ,21,Belgium                       ,66,74,Royal Excel Mouscron                    ,825K    ,3K   ,Left ,30,6'1 ,174lbs
9253 ,228971,Jano                          ,31,Spain                         ,66,66,SV Mattersburg                          ,425K    ,5K   ,Right,10,6'2 ,172lbs
9254 ,197996,E. Larsson                    ,26,Sweden                        ,66,67,Malm FF                                 ,625K    ,2K   ,Right,2 ,5'9 ,150lbs
9255 ,200812,M. Ehmer                      ,26,Germany                       ,66,66,Gillingham                              ,550K    ,3K   ,Right,5 ,6'2 ,165lbs
9256 ,224108,V. Solomon-Otabor             ,22,Nigeria                       ,66,77,Birmingham City                         ,1.1M    ,7K   ,Right,22,5'9 ,170lbs
9257 ,237420,V. Janjii                     ,19,Switzerland                   ,66,76,Hamburger SV                            ,875K    ,2K   ,Right,16,5'11,181lbs
9258 ,242028,R. Blanco                     ,28,Argentina                     ,66,66,Curic Unido                             ,650K    ,2K   ,Left ,10,5'4 ,141lbs
9259 ,190060,N. Toko                       ,27,DR Congo                      ,66,66,Al Fateh                                ,650K    ,8K   ,Right,28,5'9 ,154lbs
9260 ,210029,J. Rafferty                   ,24,Republic of Ireland           ,66,71,Rochdale                                ,725K    ,2K   ,Right,2 ,6'0 ,165lbs
9261 ,211565,Higinio                       ,24,Spain                         ,66,71,CD Numancia                             ,875K    ,3K   ,Right,9 ,6'0 ,174lbs
9262 ,230509,Danilo Sacrio                 ,26,Brazil                        ,66,66,Paran                                   ,700K    ,7K   ,Right,9 ,5'9 ,159lbs
9263 ,234093,T. Sznt                       ,22,Hungary                       ,66,76,SK Rapid Wien                           ,1M      ,5K   ,Right,18,5'10,161lbs
9264 ,173165,N. Ravaglia                   ,29,Italy                         ,66,67,US Cremonese                            ,500K    ,1K   ,Right,1 ,6'0 ,185lbs
9265 ,229742,H. Alpsoy                     ,21,Turkey                        ,66,77,Antalyaspor                             ,975K    ,4K   ,Right,22,6'1 ,172lbs
9266 ,210543,M. Migliorini                 ,26,Italy                         ,66,68,US Salernitana 1919                     ,650K    ,2K   ,Right,25,6'4 ,190lbs
9267 ,230511,Emlio Treves                  ,30,Brazil                        ,66,66,Vitria                                  ,625K    ,5K   ,Left ,20,5'10,159lbs
9268 ,236399,L. Bergsma                    ,21,Netherlands                   ,66,75,AZ Alkmaar                              ,875K    ,3K   ,Right,23,6'1 ,159lbs
9269 ,179055,A. Marciniak                  ,29,Poland                        ,66,66,Arka Gdynia                             ,475K    ,2K   ,Left ,17,6'1 ,172lbs
9270 ,183407,S. Kotysch                    ,29,Germany                       ,66,66,Sint-Truidense VV                       ,500K    ,4K   ,Right,23,6'2 ,168lbs
9271 ,202864,N. Peailillo                  ,26,Chile                         ,66,67,Deportes Iquique                        ,625K    ,1K   ,Left ,14,6'0 ,165lbs
9272 ,224624,Fu Huan                       ,24,China PR                      ,66,71,Shanghai SIPG FC                        ,725K    ,4K   ,Right,23,6'0 ,154lbs
9273 ,226928,B. Emir                       ,30,Turkey                        ,66,66,Gztepe SK                               ,475K    ,7K   ,Left ,41,5'10,161lbs
9274 ,230512,Flvio Triginho                ,34,Brazil                        ,66,66,Botafogo                                ,350K    ,7K   ,Right,19,5'8 ,146lbs
9275 ,101488,D. Haas                       ,34,Germany                       ,66,66,FC Erzgebirge Aue                       ,260K    ,2K   ,Right,34,6'2 ,196lbs
9276 ,188272,Magno Novaes                  ,35,Brazil                        ,66,66,AS Bziers                               ,150K    ,1K   ,Right,1 ,6'0 ,187lbs
9277 ,192624,S. Ferguson                   ,26,Northern Ireland              ,66,66,Millwall                                ,700K    ,5K   ,Left ,3 ,5'9 ,146lbs
9278 ,198257,S. Sinovic                    ,31,United States                 ,66,66,Sporting Kansas City                    ,425K    ,2K   ,Left ,15,5'10,170lbs
9279 ,229745,B. Enobakhare                 ,20,Nigeria                       ,66,80,Kilmarnock                              ,1.4M    ,14K  ,Right,15,5'10,170lbs
9280 ,164465,T. McMahon                    ,32,England                       ,66,66,Oxford United                           ,350K    ,4K   ,Right,29,5'11,159lbs
9281 ,212338,E. Ba                         ,25,France                        ,66,69,Racing Club de Lens                     ,675K    ,3K   ,Right,7 ,6'0 ,165lbs
9282 ,214386,C. Ayala                      ,32,Colombia                      ,66,66,Rionegro guilas                         ,375K    ,1K   ,Right,8 ,5'10,163lbs
9283 ,202611,Manuel Snchez                 ,30,Spain                         ,66,66,Elche CF                                ,475K    ,2K   ,Left ,6 ,6'1 ,172lbs
9284 ,205939,O. Bulut                      ,24,Germany                       ,66,69,Eintracht Braunschweig                  ,825K    ,2K   ,Right,25,5'10,152lbs
9285 ,211059,R. Godnez                     ,25,Mexico                        ,66,71,Lobos BUAP                              ,725K    ,2K   ,Right,24,6'1 ,152lbs
